Project: Project Number,,Actual Start Date,Actual Completion Date,Benefit: Benefit Name,Benefit Type,Annual Cost Savings,Electric Savings,District Steam Savings,Fuel Oil Savings,Natural Gas Savings,Propane Savings,Peak Demand Reduction,Project Type,Benefit Narrative
1632,Earthkeep Farmcommon Engineering Consulting Services,3/29/2022,1/31/2023,Person Door Replacement,Energy Savings,325,575,,,,75,,BE Consulting / Diagnostics,"Person swing doors typically exhibit a variety of conditions in which doors, hardware, and/or weather-stripping are damaged, rusted, or missing to varying degrees. While the total square footage of the swing doors is quite small, regarding the entirety of the building, they still contribute to overall air infiltration and the general cooling experienced on particularly windy days. Additionally, those in a poorer state are near the end of their service life given the symptoms exhibited.

Cx Associates recommends replacement of all standard swing doors, frames, and weather-stripping. Fiberglass doors, although more expensive, are durable and strong and likely to last equally as long, if not longer than a steel door. They also boast better R-values. Fiberglass doors should contain a foam-insulated core. Limit glass in doors to only where it is necessary. New doorframes should be foam-sealed into the rough opening, or per manufacturer?s recommendations, to make an airtight connection to the wall. Note that we do not recommend replacement of the aluminum entrance doors to the bakery or to the main offices, from an energy standpoint. Although the broken light at the main storefront entrance should probably be replaced as part of general upkeep. It is highly recommended that the aqua-culture door replacement be entirely a thermally broken, aluminum frame system or entirely fiberglass door and cellular PVC frame, given the high humidity environments. Wood or steel materials should not be used."
1632,Earthkeep Farmcommon Engineering Consulting Services,3/29/2022,1/31/2023,Window Air Sealing,Energy Savings,175,200,,,,50,,BE Consulting / Diagnostics,"The installed Pella window units likely are not installed in a manner that would satisfy manufacturer warranty requirements, and so Cx Associates assumes any warranties available are likely voided. However, they also do not appear to show any significant signs of water infiltration at the rough openings or air leakage through the units themselves. Although it is only worth relatively minimal amounts of air leakage, it is relatively straightforward to install can-grade, single-component spray foam around all accessible rough openings where they are currently unsealed. Backer rod and caulk is a more robust air seal, but the added expense doesn?t justify the gain. That said, if can-foam is used, it is advisable to ensure that the foam is not exposed to UV, which may require trim or other means of coverage at certain locations."
1636,UVM Hills Agricultural Science Building Cx,4/21/2022,3/31/2025,AHU DAT Reset,Energy Savings,,,,,,,,MEPBE Cx,Multiple AHUs were specified to operate at constant 55F DAT. Supply air temperature reset was recommended and implemented.
1641,Helen Porter Healthcare and Rehabilitation Center BECx,5/18/2022,10/31/2025,Manufacturer Window Defect,O&M,10000,,,,,,,BE Cx,"Functional performance testing of the window units for water penetration identified a significant manufacturer defect across all window units. In-place repairs were made under warranty during system installation. Had this issue been identified post-construction. Occupancy of rooms and overall operations would have been far more significantly affected, likely adding appreciable labor burden and operations costs to the staff and building. (INTERNAL): Cost estimate is a bit of a wild guess."
1643,Lockwood Hotel DOAS Unit Recommissioning,6/2/2022,1/31/2024,DOAS Unit Improved Integration,O&M,,,,,,,,Re-Commissioning,"We'd commissioned the Lockwood Hotel when it was built, but during design they value-engineered out a ton of BAS integration. Sometime after our post-occ visit,  one of the DOAS unit's cooling failed and the facilities staff had no idea for a long time (they don't even know how long!). We are now working with them to provide integration recommendations for both DOAS units so that they will have more info at their fingertips both from an alarming standpoint,  but also to generally be able to monitor the units' operation."
1645,Community Bridges Renovation Cx,6/9/2022,8/31/2022,Existing RTU Ventilation,IAQ,,,,,,,,MEP Cx,"This was a renovation project re-using some of the existing RTUs. The design included ventilation provided by the RTUs, but one of the existing units did not have OA or EA intakes. We brought this up to the owner and construction team so that the correct accessories could be installed to allow for ventilation of the served spaces."
1645,Community Bridges Renovation Cx,6/9/2022,8/31/2022,Water Heater Strainer/Check Valve,O&M,,,,,,,,MEP Cx,"The cold water piping entering the water heater was found to not have a strainer or check valve. These piping specialties protect the water heater against any debris in entering water that could result detrimental damage to the water heater. This could lead to costly repairs and/or the need to replace the water heater much sooner than expected. The mechanical contractor installed a combination strainer and check valve, which will protect the water heater going forward."
1646,"First Church of Christ, Scientist Envelope Assessment",9/1/2022,1/31/2023,Insulate Exterior Walls,Energy Savings,1580,,,,1139,,,BE Consulting / Diagnostics,Insulate currently uninsulated exterior walls to dramatically improve occupant comfort and reduce thermal heat loss and air leakage.
1647,GSA Federal Building St. Albans AHU Replacement Cx,7/1/2022,5/31/2025,AHU Access,O&M,,,,,,,,MEP Cx,"The coil pull space and some filter access for AHUs on this project were not adequate, and unfortunately this is how this was designed  (we didn't do DR!). We asked the team to work with the manufacturer to determine how access could be handled with the space constraints."
1647,GSA Federal Building St. Albans AHU Replacement Cx,7/1/2022,5/31/2025,Training Verification,O&M,,,,,,,,MEP Cx,"We have training verification in our scope, so requested training plans from contractors. The mechanical contractor did not think they owed any training on newly installed equipment. Through close review of the specs, we found where training requirements were called out for specific types of mechanical equipment. If we hadn't brought this up, the owner never would have received general training on their new air handlers, ervs, FCUs, and VAVs."
